,CKSAAGP_postivecharger.postivecharger.gap0,DDE_RR,CKSAAP_LV.gap1,CKSAAP_LF.gap1,CKSAAGP_alphaticr.alphaticr.gap5,PAAC_Xc1.I,CKSAAGP_uncharger.alphaticr.gap5,CKSAAGP_negativecharger.alphaticr.gap4,CTDD_normwaalsvolume.3.residue25,APAAC_Pc1.D,DDE_YP,Z5__18,CTDT_charge.Tr1331,CTDD_hydrophobicity_FASG890101.3.residue75,CTDD_hydrophobicity_CASG920101.3.residue75,GTPC_aromatic.uncharger.alphaticr,GAAC_postivecharge,Z5__41,PAAC_Xc1.S,MSW__7,Z5__39,QSO3_SC_F,CTDD_normwaalsvolume.1.residue25,DDE_MR,CTDD_hydrophobicity_PRAM900101.2.residue0,CTDC_solventaccess.G1,Cougar__1,DDE_KI,CTDD_hydrophobicity_PONP930101.3.residue75,CTDD_hydrophobicity_ENGD860101.1.residue0,ABHPRK__46,CKSAAP_RR.gap2,CKSAAGP_postivecharger.uncharger.gap5,CTDD_hydrophobicity_PRAM900101.2.residue25,APAAC_Pc2.Hydrophilicity.1,CKSAAGP_uncharger.alphaticr.gap1,QSO3_SC_D,ABHPRK__38,CKSAAGP_aromatic.alphaticr.gap5,CTDD_hydrophobicity_FASG890101.2.residue0,CKSAAGP_uncharger.postivecharger.gap0,APAAC_Pc1.M,ABHPRK__60,Ez__16,CKSAAGP_alphaticr.uncharger.gap5,Z3__18,NMBroto_BHAR880101.lag3,MSW__1,ABHPRK__20,CKSAAGP_negativecharger.alphaticr.gap5,MSW__18,Z5__10,ABHPRK__49,NMBroto_BHAR880101.lag2,Z5__42,Z3__16,CKSAAGP_alphaticr.alphaticr.gap3,DDR_H,AAC_F,CTDD_normwaalsvolume.3.residue0,OVPC_Polar,CKSAAGP_alphaticr.negativecharger.gap4,Argos,CKSAAGP_uncharger.postivecharger.gap5,Z3__10,CKSAAGP_postivecharger.alphaticr.gap2,AAC_S,CTDD_hydrophobicity_ARGP820101.3.residue100,CTDD_hydrophobicity_PONP930101.1.residue75,CTDD_hydrophobicity_ARGP820101.1.residue0,CTDD_polarizability.2.residue25,CTDD_hydrophobicity_PONP930101.2.residue100,GTPC_uncharger.uncharger.alphaticr,CTDD_secondarystruct.1.residue0,Z5__11,CTDD_hydrophobicity_CASG920101.3.residue0,CTDT_hydrophobicity_ZIMJ680101.Tr1331,CKSAAGP_postivecharger.alphaticr.gap3,ABHPRK__44,CKSAAGP_uncharger.alphaticr.gap3,CTDD_hydrophobicity_CASG920101.3.residue50,Z5__32,OVP_Aromatic_N1,Ez__15,CKSAAGP_uncharger.alphaticr.gap4,OVP_Polar_N1,MSW__11,Ez__13,AAC_I,CTDD_hydrophobicity_CASG920101.2.residue25,Aliphatic_Index,APAAC_Pc2.Hydrophobicity.1,AAC_V,CTDT_normwaalsvolume.Tr1221,CTDD_secondarystruct.2.residue0,PAAC_Xc1.G,CTDD_hydrophobicity_ZIMJ680101.1.residue25,CTriad_g2.g2.g2,NMBroto_CHAM810101.lag1,Z5__44,Charge_density,CTDC_normwaalsvolume.G3,DDR_P,APAAC_Pc2.Hydrophilicity.2,CKSAAGP_aromatic.alphaticr.gap0,OVP_Aliphatic_C3,Z5__15,PAAC_Xc1.H,CTDD_secondarystruct.1.residue25,CTDD_hydrophobicity_PONP930101.3.residue0,y
11|0|training,-0.41181,-0.24177,-0.15629,-0.21683,-0.67994,-0.62401,3.12133,-0.36697,0.97404,0.57417,-0.22588,-0.36287,-0.33747,-0.67473,0.07987,-0.27799,-1.07111,-1.17525,0.87264,0.77322,-0.49312,0.60592,-0.57078,-0.17459,0.36859,0.29617,1.499,-0.17651,-0.50059,-0.3917,-0.43793,-0.26215,-0.47633,0.19323,-0.3861,0.61098,1.25005,0.29428,-0.31007,-0.05546,-0.68514,-0.51802,-0.34371,0.71976,-0.54147,0.08915,1.89344,0.01127,-0.37016,-0.30225,2.45338,-2.30809,-0.89733,0.0189,0.91928,-0.85995,-0.77506,-0.44141,0.68227,1.04498,-0.04694,-0.28966,-0.5177,-0.4768,1.86449,-0.59323,2.47424,0.19416,0.36709,-0.41528,-0.05201,0.75657,-0.5309,-1.08607,1.64073,0.47505,1.29695,-0.48093,-0.45241,-0.77005,0.32379,0.19272,-0.54663,1.39802,-0.76744,0.87029,-1.0575,0.92013,-0.61523,-1.26488,-1.35941,0.05817,-0.69356,-1.31096,1.17552,0.37143,-0.7078,-0.40363,0.61354,0.15886,-0.98587,-0.47712,0.01451,-0.33773,0.96834,-0.43064,-1.11215,-0.4677,-1.40757,1.30993,0
12|0|training,-0.41181,-0.24177,-0.15629,-0.21683,-0.67994,-0.62401,3.12133,-0.36697,0.97404,0.70245,-0.22588,-0.49192,-0.33747,-0.67473,0.07987,-0.27799,-0.27874,-1.31657,0.03381,0.37078,-1.33331,0.48269,-0.57078,-0.17459,0.36859,-1.14311,1.25118,-0.17651,-0.50059,-0.3917,-0.43793,-0.26215,-0.47633,0.19323,-0.71115,0.61098,1.10877,0.29428,-0.31007,-0.05546,1.50432,-0.51802,2.84442,0.10792,-0.54147,0.25953,-1.12109,-1.01077,-0.37016,-0.30225,-0.31171,-0.35757,-0.89733,-0.14883,-0.89194,0.53605,-0.77506,-0.44141,0.68227,1.04498,-0.73673,-0.28966,0.7571,-0.4768,-1.38236,-0.59323,0.85615,0.75246,-0.82812,-0.41528,-0.05201,0.32339,-0.5309,3.26022,0.15294,0.47505,2.04835,-0.48093,-0.45241,-0.77005,0.32379,1.45857,-0.54663,1.15289,1.89348,0.87029,0.4762,0.79923,-0.61523,3.43183,-0.3594,-1.14415,-0.69356,-1.31096,1.17552,-0.89619,-0.7078,2.74804,0.39918,1.48754,-0.22382,-0.47712,-0.50645,0.12145,-0.68687,-0.43064,-0.3334,-0.4677,3.25025,1.30993,0
13|0|training,-0.41181,-0.23494,-0.15629,-0.21683,4.95886,1.39426,-0.65535,-0.36697,-0.00388,-0.59804,-0.22091,-0.37368,-0.33747,1.33049,-1.18259,-0.27799,-1.07111,-2.28123,-0.77503,0.39658,2.37407,-0.9673,2.3593,-0.16962,0.57896,-0.11505,0.19039,-0.17099,-1.57785,0.59054,-0.13613,-0.26215,-0.47633,0.41402,-0.99232,0.9415,-0.55359,0.55082,-0.31007,1.23268,-0.68514,-0.51802,3.48205,1.41555,-0.54147,-0.48998,-0.29588,0.80554,-0.37016,-0.30225,-0.68102,-0.81018,0.8937,0.36994,-0.977,-1.13046,-0.77506,-0.44141,-0.89745,0.11602,-0.44111,-0.28966,-1.22411,-0.4768,-1.28682,-0.59323,-0.76194,0.1144,0.11097,1.0179,-0.61642,0.75657,-0.5309,1.04272,1.2288,-0.73975,2.67452,-0.48093,-0.45241,-0.77005,-0.95132,-1.00939,-0.54663,0.40244,-0.76744,-1.14904,-1.54405,0.54998,4.20535,0.07704,1.21937,-0.17645,-0.69356,1.78731,-0.51555,-0.89619,1.32335,-0.40363,-0.36348,-0.29322,-1.8321,-1.12016,-0.32779,0.52746,-0.68687,2.3221,-0.18146,-0.4677,0.87381,-0.45916,0
14|0|training,-0.41181,-0.2702,-0.15629,-0.21683,0.93114,0.5018,1.50275,-0.36697,-1.30778,0.53996,-0.2466,-0.38583,-0.33747,0.40501,-1.41567,-0.27799,-1.07111,-1.41055,-0.77503,0.31668,0.46438,-0.9673,0.12343,-0.19533,0.25531,1.40331,-0.93081,-0.19951,0.46619,0.25473,-1.25047,-0.26215,-0.47633,0.07434,0.19836,1.66263,1.0498,-0.34708,-0.31007,-0.13252,-0.68514,-0.51802,-0.34371,3.04214,1.86778,-0.96222,-0.19473,0.13464,-0.37016,-0.30225,-0.00242,0.40048,-0.89733,-1.11032,-1.59872,-0.83807,3.20181,-0.44141,-0.89745,-1.12258,-1.53265,1.72014,2.86266,-0.4768,-0.58853,-0.59323,-0.76194,0.75246,1.05663,1.17354,-0.55853,-1.10943,-0.5309,-0.32189,0.09033,-0.96402,-0.3937,-0.48093,1.19105,-0.77005,-1.18673,0.14117,-0.54663,2.00883,1.22825,-1.14904,0.11362,2.83283,0.68262,-0.54231,3.40592,0.44333,0.40598,1.78731,-0.82774,-0.18034,1.54393,2.74804,0.46338,1.64626,-0.98456,-1.97755,0.57888,-0.8009,-0.68687,2.3221,-1.27226,-0.4677,-0.58862,-0.78577,0
15|0|training,-0.41181,-0.25408,-0.15629,-0.21683,-0.67994,-0.62401,-0.65535,-0.36697,-0.85142,1.79519,-0.23485,-1.09748,-0.33747,0.4482,-0.62711,-0.27799,-0.43722,-0.32367,-0.77503,-0.38589,0.95634,-0.9673,-0.07852,-0.18357,0.07407,-0.85526,-0.52537,-0.18647,0.00214,-0.5445,1.39299,-0.26215,-0.47633,-0.11588,0.04052,0.19784,2.17437,-1.24497,-0.31007,-0.25583,-0.68514,-0.51802,-0.34371,0.73892,-0.54147,-1.11344,-0.12902,-0.84147,-0.37016,-0.30225,0.06435,-1.21288,0.35639,-1.20044,-0.9813,0.5066,-0.77506,-0.44141,-0.89745,-0.68907,1.60857,-0.28966,1.58559,-0.4768,-1.28794,-0.59323,-0.76194,0.75246,-0.23051,-0.0612,0.21138,-0.28306,-0.5309,-0.58935,-1.48376,-0.20524,0.04461,-0.48093,-0.45241,2.15588,-0.39027,-1.49927,-0.54663,0.79128,0.82911,0.87029,-0.72506,0.34549,-0.61523,1.55315,-0.35427,-0.04925,-0.69356,0.06605,-0.24498,-0.89619,-0.20598,-0.40363,-0.10915,0.99748,-1.62827,-0.77721,-0.75691,-2.09302,-0.68687,-0.43064,-0.88657,-0.4677,-0.87525,0.31924,0
16|0|training,-0.41181,-0.27512,-0.15629,-0.21683,0.72976,1.35724,0.28882,-0.36697,-0.98181,-0.59804,-0.25018,0.15318,-0.33747,0.92945,0.83735,-0.27799,-0.61833,-0.95558,0.04371,-0.19967,1.13489,-0.9673,-0.45357,-0.19891,-0.26252,0.29617,-1.11626,-0.20349,0.57668,0.15399,-0.13613,-0.26215,-0.47633,-0.46915,1.33597,-0.21531,-0.55359,-0.41614,-0.31007,-0.19858,-0.68514,1.25348,-0.34371,1.29208,0.51257,-0.33648,-0.89043,1.14649,-0.37016,-0.30225,0.56291,-1.69923,-0.89733,-0.00824,0.1075,-0.86802,-0.17853,-0.44141,-0.89745,-0.81293,0.7414,-0.28966,-0.24736,0.69093,-0.15497,-0.59323,0.16268,0.1144,-0.91349,0.00625,-0.24015,0.75657,1.05013,-0.73127,-2.33498,0.47505,-0.09025,-0.48093,-0.45241,0.98551,0.83383,0.18464,-0.54663,0.42581,1.00651,-1.14904,1.57891,0.2108,1.79506,-0.9294,0.0765,-0.04535,-0.69356,1.07232,0.16088,-0.89619,-0.1104,-0.40363,-0.39639,0.68895,-0.18886,0.16592,-0.75691,0.32008,0.20439,-0.43064,0.49789,-0.4677,-1.02734,-0.81298,0
17|0|training,-0.41181,-0.30907,-0.15629,-0.21683,0.02491,0.37391,0.28882,1.05353,-0.68547,-0.59804,-0.27491,0.24819,4.43489,0.0909,-1.20555,-0.27799,0.08142,-0.14267,0.04974,0.31753,1.11042,-0.9673,-1.09286,-0.22367,-0.83626,0.55786,0.06935,-0.23095,0.87047,-0.04445,0.0102,-0.26215,1.46013,-1.07131,0.24569,-0.05005,-0.55359,1.32044,-0.31007,-0.87518,-0.68514,-0.51802,-0.34371,-0.58981,-0.54147,0.14569,0.35279,0.33136,-0.37016,1.69616,-0.42304,-0.5662,-0.89733,-1.06516,0.10746,-0.45149,1.54478,-0.44141,-0.89745,-0.53143,-0.04694,0.65613,1.20441,-0.4768,0.5245,0.20549,-0.17355,-0.26263,-0.0132,-0.79082,0.06771,0.44153,-0.5309,-0.63451,-0.40328,-0.76184,-0.70679,0.19955,-0.45241,-0.77005,-0.97451,0.23813,-0.54663,-0.90576,0.17171,-1.14904,-0.85935,-0.8168,0.15168,-0.8379,0.90635,-0.11264,1.90535,0.45948,-0.54629,1.00739,-0.63177,-0.40363,-0.88031,-0.00642,-0.68944,-0.61352,-0.75691,-0.75158,-0.68687,2.3221,0.63455,-0.4677,-0.43971,-0.71649,0
18|0|training,2.5876,-0.27985,-0.15629,-0.21683,-0.67994,-0.62401,-0.65535,-0.36697,-0.39505,0.57911,-0.25362,0.58398,-0.33747,0.26104,-0.27362,-0.27799,1.88707,2.25568,-0.77503,-2.90361,4.56017,0.14553,4.73462,-0.20236,2.03753,-1.81478,-1.53375,-0.20731,-1.6736,-0.34077,1.58078,-0.26215,1.24497,1.94485,-0.3165,-0.27887,0.72223,1.0639,-0.31007,-0.523,1.50432,1.35742,1.12773,-1.49538,0.39546,0.48773,0.10385,0.38124,-0.37016,-0.30225,1.24484,1.59854,4.11757,0.99149,1.58983,-0.46344,-0.77506,0.34892,-0.05493,-0.83358,1.24068,-0.28966,-1.16923,2.63715,-1.10251,-0.59323,-0.76194,0.4547,-0.38987,-0.37594,-0.66659,0.29451,-0.5309,-0.75493,3.47409,0.13491,-0.58155,-0.48093,-0.45241,-0.77005,-0.03324,0.80893,-0.54663,-1.86961,-0.76744,-1.14904,0.85474,-1.38254,-0.61523,-0.01242,-0.96282,-0.5776,0.25937,-1.31096,0.07069,-0.89619,-0.65204,-0.40363,-0.09281,-0.24086,-0.40473,1.62347,1.13491,-0.01913,-0.68687,-0.43064,1.33438,8.08435,-0.34293,-0.83657,0
19|0|training,-0.41181,-0.24177,-0.15629,-0.21683,-0.67994,-0.62401,3.12133,3.65777,0.40359,0.56014,-0.22588,-1.46847,-0.33747,0.0271,-1.24572,-0.27799,0.51363,1.5915,0.13931,-0.54989,3.66967,-0.9673,-0.57078,-0.17459,1.10489,-0.42347,-0.33092,-0.17651,-2.38579,0.37226,0.97047,-0.26215,-0.47633,0.966,-0.49979,-1.04161,1.11076,-1.24497,-0.31007,2.44925,1.50432,-0.51802,-0.34371,-0.84181,-0.54147,0.60796,-0.63817,-0.06104,-0.37016,5.02684,2.19917,-0.09746,2.23698,0.88783,-2.2165,-0.00199,-0.77506,-0.14317,-0.89745,0.50309,1.33265,-0.28966,0.29927,-0.4768,-0.00029,2.4419,0.85615,-3.71397,-0.23051,0.17485,-0.71049,0.75657,-0.5309,0.15572,0.44829,-0.80049,-1.70866,2.58125,-0.45241,1.4244,-1.01508,-1.30342,-0.54663,-0.65926,-0.76744,0.87029,-1.08655,-0.97894,-0.61523,0.49639,-1.103,0.01819,-0.69356,-0.42574,-0.6001,-0.19275,0.12856,-0.40363,0.00648,-0.00072,-1.70377,-0.47712,-0.75691,0.29094,-0.68687,-0.43064,1.62602,2.35066,-0.07677,-0.54762,0
20|0|training,0.23422,-0.27512,-0.15629,-0.21683,1.43461,2.6384,1.23299,-0.36697,-0.98181,-0.59804,-0.25018,-0.55212,-0.33747,0.12736,-0.17262,-0.27799,-0.16555,-0.67287,-0.77503,-0.52752,-0.72886,0.24367,0.01524,-0.19891,0.15822,1.52984,-1.16423,-0.20349,-0.1415,0.15399,-1.34333,-0.26215,-0.47633,-0.02756,0.6449,0.61098,-0.55359,0.41268,-0.31007,-0.19858,-0.68514,-0.51802,1.25035,3.14529,-0.54147,0.08292,0.13695,0.9444,-0.37016,-0.30225,-0.34587,1.34625,-0.00181,-1.11161,-0.31911,-0.72916,2.20759,0.59198,0.00525,-0.81293,-1.62361,-0.28966,1.20113,-0.4768,-0.65704,2.16598,-0.76194,0.75246,-0.23051,1.35512,-0.24015,0.26151,-0.5309,-0.37647,0.03311,-0.98271,-0.49485,0.74394,1.06463,-0.77005,-0.44128,-0.01369,1.82939,2.00401,1.00651,-1.14904,1.16416,2.6762,3.0002,-0.59392,3.21206,0.63682,-0.69356,0.11901,-0.85376,-0.20472,1.80127,2.74804,0.36927,0.74578,-0.06005,-0.69147,0.73417,-0.32018,0.20439,2.3221,-1.74121,0.9175,-0.64711,-0.81298,0
21|0|training,-0.07587,-0.32358,-0.15629,-0.21683,-0.11606,-0.62401,0.09998,0.20799,-1.13226,0.5525,-0.28548,1.13069,0.99879,0.8369,0.75966,-0.27799,-0.09589,1.48434,1.14963,0.79875,-0.29972,-0.9673,0.12343,-0.23424,-0.65089,0.5176,-0.44341,-0.24268,0.46619,1.90019,-0.38376,-0.26215,0.29825,-0.16343,0.18364,0.19784,0.5123,-0.81398,-0.31007,-0.59493,0.54096,1.31502,-0.34371,-0.72848,0.30177,0.56619,-0.8456,-0.36948,-0.37016,-0.30225,1.13755,0.06714,0.06707,0.03037,-0.29096,1.52256,-0.23276,1.14521,-0.89745,-0.95585,0.80204,-0.28966,-1.13344,0.45738,0.73845,-0.59323,0.23381,0.40889,0.505,-0.64225,-0.15332,0.62328,1.05013,-0.89503,-0.238,-0.70237,-1.70866,-0.48093,-0.45241,0.42692,0.18647,0.72863,-0.54663,-0.62882,-0.38731,-1.14904,-0.68158,-0.60331,-0.61523,-1.08424,-1.20162,0.02301,-0.69356,-1.31096,-0.46351,2.80561,-0.25745,-0.40363,0.84054,-0.6089,-0.49985,-0.82337,2.66607,-0.13135,-0.68687,-0.43064,-0.77966,2.4986,-1.20283,-0.97629,0
22|0|training,-0.41181,-0.24177,-0.15629,-0.21683,4.95886,-0.62401,-0.65535,-0.36697,0.97404,-0.59804,-0.22588,-0.74198,-0.33747,0.72893,0.9636,-0.27799,-1.07111,-0.66306,0.08735,0.97561,-0.39153,0.80891,-0.57078,-0.17459,-0.3677,1.01581,0.29214,-0.17651,0.75622,1.13622,-1.14213,-0.26215,-0.47633,-0.57954,-0.4301,0.61098,-0.55359,-1.24497,-0.31007,-0.05546,-0.68514,-0.51802,-0.34371,0.1832,-0.54147,-0.07963,-0.58748,0.44691,-0.37016,-0.30225,1.06412,-0.25073,0.66982,1.13621,0.70907,-1.2265,-0.77506,-0.44141,0.68227,1.04498,-1.42653,-0.28966,0.00331,-0.4768,1.47071,-0.59323,0.85615,0.75246,-0.82812,0.17485,0.60647,0.32339,-0.5309,-0.46517,0.63386,1.32542,2.04835,-0.48093,-0.45241,1.4244,1.21637,-0.0556,-0.54663,1.13178,1.89348,-1.14904,-0.47363,0.75621,-0.61523,-0.67779,-0.10299,0.22343,-0.69356,-0.42574,1.17552,0.43074,-0.7078,-0.40363,0.02117,-1.83262,-0.11494,-0.47712,-0.15246,0.93049,0.96834,-0.43064,-1.09006,-0.4677,-0.74217,1.30993,0
23|0|training,-0.41181,-0.2702,-0.15629,-0.21683,0.1256,0.32546,-0.65535,2.65159,-0.60568,1.68467,-0.2466,-0.46376,2.44641,0.8369,1.03158,-0.27799,-0.5835,0.85715,0.0097,-0.74156,0.93665,2.09267,0.12343,-0.19533,2.52084,0.07474,0.85539,-0.19951,0.8529,-0.68553,0.48295,-0.26215,1.73677,2.45211,0.06107,-1.04161,1.78527,1.44871,-0.31007,-0.74907,-0.68514,-0.51802,-0.34371,1.70566,-0.54147,0.02463,-0.00274,-1.23265,-0.37016,1.22035,0.36861,-1.37724,-0.89733,1.74007,-1.08776,-0.59722,-0.11225,-0.44141,2.01895,-0.45564,0.16531,-0.28966,-0.34572,0.85775,0.36266,-0.59323,0.23381,0.40889,-0.41439,-0.64225,-0.96375,0.22343,-0.5309,0.44229,0.87681,-0.70237,1.79788,0.88004,-0.45241,0.20526,-0.08817,0.33687,-0.54663,1.40466,-0.76744,0.87029,-2.26015,1.67338,0.68262,-1.26488,-0.74402,-0.13992,-0.69356,-0.2782,-0.46351,0.31126,-0.00011,-0.40363,0.13218,-0.4471,-1.44915,-0.13087,-0.75691,0.00732,0.27867,-0.43064,1.32233,-0.4677,0.23034,-0.40473,0
24|0|training,-0.41181,-0.21932,-0.15629,-0.21683,-0.67994,-0.62401,-0.65535,-0.36697,-0.39505,-0.59804,-0.20953,0.10073,-0.33747,-2.35911,-0.9806,-0.27799,-1.07111,0.37988,-0.77503,-1.17682,-0.0735,0.92469,1.23415,-0.15823,1.25214,-0.27954,-0.09578,-0.15836,-2.00875,1.28902,-1.42381,-0.26215,-0.47633,1.12056,-2.22878,-1.04161,-0.55359,1.44871,-0.31007,0.54567,-0.68514,-0.51802,6.03255,-0.97989,-0.54147,0.37571,3.25865,-0.0345,-0.37016,-0.30225,0.05639,-2.85478,-0.89733,-1.83759,-0.12187,-0.52875,-0.77506,-0.44141,1.63009,-0.25556,-0.59877,-0.28966,-0.12383,-0.4768,-0.80916,-0.59323,-0.76194,-0.14082,0.24757,3.71564,0.73816,-2.70887,-0.5309,3.88112,0.46239,-0.54538,-0.3937,-0.48093,4.47797,-0.77005,-0.7473,1.79938,1.82939,0.82397,-0.76744,-1.14904,1.20269,0.0764,-0.61523,-1.26488,-1.35941,-0.28055,-0.69356,-1.31096,-0.24498,-0.89619,3.80853,2.74804,0.61119,-0.02902,-0.98569,0.42313,-0.54819,-0.15241,-0.68687,-0.43064,-1.86255,-0.4677,3.91566,-0.17611,0
25|0|training,-0.41181,-0.30524,-0.15629,-0.21683,0.82374,1.62039,1.35888,0.38767,-0.43852,0.52536,-0.27212,1.14628,-0.33747,-1.61049,-0.67761,-0.27799,-1.07111,-0.53784,0.15246,1.02562,0.23453,0.12491,0.79659,-0.22087,-0.54301,0.70739,1.42435,-0.22785,-1.57785,-0.86463,-0.94093,-0.26215,-0.47633,0.70841,0.59728,1.04588,0.69859,-1.24497,-0.31007,-0.8665,-0.68514,-0.51802,-0.34371,0.58681,0.58284,-0.09949,1.63887,-0.85225,-0.37016,-0.30225,1.14562,-0.62264,-0.89733,0.50869,-0.97717,-0.9094,0.27764,-0.44141,-0.29565,-0.29685,-1.22944,0.71524,-0.27267,-0.4768,1.74471,-0.59323,-0.14553,0.1144,0.33863,-0.7806,-0.86727,0.59155,2.46475,-0.37647,-0.30184,-0.57778,0.65826,-0.48093,-0.45241,1.81165,-0.78131,-0.28108,-0.54663,0.94603,1.72717,0.87029,-0.51553,0.51443,0.99163,-0.59392,0.16442,0.458,-0.01289,1.47748,-0.29007,3.38512,0.68613,1.17221,-0.20327,0.26936,-1.33955,-1.69175,0.31506,0.00302,-0.10755,-0.43064,1.25576,-0.4677,-0.64711,-0.45916,0
26|0|training,-0.41181,-0.23494,-0.15629,-0.21683,-0.67994,-0.62401,-0.65535,-0.36697,-0.65583,0.56086,-0.22091,-0.21408,-0.33747,0.5284,0.83735,-0.27799,-0.16555,-1.15,-0.77503,-1.10371,-1.03719,0.49039,2.3593,-0.16962,1.42044,-0.11505,-0.72296,-0.17099,0.57668,-0.28257,-0.13613,-0.26215,-0.47633,1.29719,-2.19206,-1.04161,1.1176,0.55082,-0.31007,2.37769,-0.68514,1.32835,-0.34371,1.40186,-0.54147,-0.30134,0.8647,0.12377,-0.37016,-0.30225,0.30324,-0.75087,0.8937,0.4836,0.22942,-0.40829,1.21337,-0.44141,0.90794,-0.50328,-0.44111,-0.28966,0.33757,-0.4768,0.15779,-0.59323,-0.76194,0.75246,-1.93795,1.69234,3.89885,0.26151,-0.5309,-0.37647,1.42992,1.20394,1.79788,-0.48093,-0.45241,-0.77005,1.08886,-0.88075,-0.54663,2.53139,-0.76744,0.87029,-2.34018,1.77656,-0.61523,0.07704,-0.21654,-0.45689,-0.69356,-0.2782,0.83731,-0.27879,2.27919,-0.40363,-1.75222,-0.20835,-0.17676,1.452,-0.75691,-0.20282,1.24421,-0.43064,-1.86478,-0.4677,-0.64711,0.24847,0
27|0|training,-0.41181,-0.25408,-0.15629,-0.21683,-0.67994,-0.62401,1.23299,-0.36697,1.88677,0.59631,-0.23485,0.17217,-0.33747,1.00966,0.78685,-0.27799,-0.43722,-1.28928,0.08831,0.03132,-0.21098,1.84943,-0.07852,5.05403,0.07407,-0.85526,-0.25461,-0.18647,1.00758,0.67785,0.26627,-0.26215,-0.47633,-0.11588,-1.43418,-1.04161,1.06091,1.14942,-0.31007,0.14492,-0.68514,1.38482,-0.34371,0.66343,-0.54147,-1.17006,0.89214,-0.51145,-0.37016,-0.30225,0.73716,-0.71401,-0.89733,-0.62717,0.09988,-0.23062,-0.77506,-0.44141,1.63009,1.91201,-0.04694,2.92602,1.31417,1.85866,-1.34113,-0.59323,0.53253,0.75246,-0.7086,-0.0612,-0.84218,0.41003,-0.5309,-0.58935,-0.39948,1.15534,1.21346,-0.48093,-0.45241,0.69291,1.03785,0.96317,-0.54663,0.63864,0.82911,-1.14904,0.17926,1.31416,-0.61523,-0.79521,-0.5594,-1.12312,-0.69356,0.75455,0.70202,-0.89619,-0.20598,-0.40363,0.19211,0.41855,-0.41549,0.42313,0.12805,-1.02049,0.60051,-0.43064,-1.61545,-0.4677,-0.87525,-0.67146,0
28|0|training,-0.41181,-0.23494,-0.15629,-0.21683,-0.67994,-0.62401,-0.65535,-0.36697,-0.65583,-0.59804,-0.22091,-0.42232,-0.33747,-2.67994,-1.68758,-0.27799,-0.16555,-1.13641,-0.77503,0.43199,-0.63987,-0.9673,1.42168,6.2451,1.42044,-0.9375,0.01332,-0.17099,-2.29602,0.59054,0.66867,-0.26215,-0.47633,1.29719,-0.61079,-1.04161,-0.55359,0.55082,-0.31007,0.66017,-0.68514,1.33007,-0.34371,-0.21097,7.8909,-0.32356,-0.99617,-1.73857,-0.37016,-0.30225,0.28089,-0.40727,-0.89733,0.25937,-2.44717,-0.51058,-0.77506,-0.44141,-0.89745,-0.50328,0.34723,-0.28966,-0.19874,-0.4768,0.5329,-0.59323,-0.76194,-3.71397,0.79395,1.0179,2.39376,0.26151,-0.5309,-0.37647,-1.52232,-1.22567,-1.70866,3.60197,-0.45241,-0.77005,-1.46137,1.09819,-0.54663,-0.05451,-0.76744,-1.14904,-0.80015,-0.26021,-0.61523,-0.59392,-1.06637,-1.07988,-0.69356,1.78731,0.83731,-0.24921,0.36752,-0.40363,-0.05065,1.46167,0.86769,-0.26278,-0.75691,0.10151,-0.68687,-0.43064,1.97032,-0.4677,-0.64711,-0.45916,0
29|0|training,-0.41181,-0.27512,-0.15629,-0.21683,0.72976,-0.62401,0.28882,0.97461,1.30002,-0.59804,-0.25018,-1.8034,-0.33747,0.12736,0.58486,-0.27799,-0.61833,-1.15694,0.80825,0.73096,0.24492,0.05932,-0.92239,-0.19891,-0.68326,-0.11505,0.72867,-0.20349,0.21759,-0.28257,-0.53853,-0.26215,-0.47633,-0.91073,0.34331,1.43728,-0.55359,-1.24497,-0.31007,0.66017,0.4938,1.31448,1.25035,-0.32975,-0.54147,-0.4081,-1.66271,-0.02992,-0.37016,1.03003,0.35759,-1.35586,-0.89733,-0.61909,-0.89553,-0.68136,-0.17853,-0.44141,0.00525,1.35463,-0.44111,-0.28966,-0.66397,-0.4768,0.53537,-0.59323,1.0873,0.75246,-1.25497,-0.66819,-0.61642,0.50904,-0.5309,-0.37647,-1.50768,0.96097,0.71895,-0.48093,1.06463,0.98551,0.83383,0.04045,-0.54663,0.53021,1.00651,0.87029,-0.6984,0.23459,-0.61523,0.41252,-0.36306,-0.23319,0.32744,0.59567,0.49909,0.32189,-0.58832,-0.40363,0.7675,0.08893,-0.98299,-0.26278,-0.06397,0.64703,0.20439,-0.43064,0.05908,-0.4677,-0.64711,0.60229,0
